ID	Name	SMILES	Origin	Source	InChiKey	recognized_monomers	nerpa2_supported_monomers	Cluster
NOR00473	cyclotheonamide C	C1C[C@H]2C(=O)N[C@H](C(=O)C(=O)N[C@@H](C(=O)N/C(=C\C3=CC=C(C=C3)O)/C=C\C(=O)NC[C@@H](C(=O)N2C1)NC=O)CC4=CC=CC=C4)CCCN=C(N)N	Theonella swinhoei	Norine	HMUQNDMDPBLLAI-WEOMGAEASA-N	5	5	3810
NOR00475	cyclotheonamide E	CC[C@@H](C)[C@H]1C(=O)N[C@H](/C=C/C(=O)NC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(=O)N1)CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)O	Theonella swinhoei	Norine	JAVOTTCUBDNFEA-YFQACERUSA-N	7	6	3583
NOR00476	cyclotheonamide E2	CC[C@H](C)[C@@H]1C(=O)N[C@H](/C=C/C(=O)NC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(=O)N1)CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)C3=CC=CC=C3)CC4=CC=C(C=C4)O	Theonella swinhoei	Norine	YSNKBNIOHORIHX-MSQPAANESA-N	7	7	152
NOR00477	cyclotheonamide E3	CC[C@H](C)[C@@H]1C(=O)N[C@H](/C=C/C(=O)NC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(=O)N1)CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)CC(C)C)CC3=CC=C(C=C3)O	Theonella swinhoei	Norine	ARWQONCLAGEDMW-VGOQXBOYSA-N	6	6	5752
NOR00478	cyclotheonamide E4	CC[C@@H](C)[C@H]1C(=O)N[C@H](/C=C/C(=O)NC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(=O)N1)CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)CC(C)CC)CC3=CC=C(C=C3)O	Ircinia	Norine	SJGLOQSIMVYUEK-BJQFAPFESA-N	7	6	23
NOR00479	cyclotheonamide E5	CC[C@@H](C)CC(=O)N[C@H](C)C(=O)N[C@H]1CNC(=O)/C=C/[C@@H](NC(=O)[C@H](NC(=O)C(=O)[C@H](NC(=O)[C@H]2CCCN2C1=O)CCCN=C(N)N)[C@H](C)CC)CC3=CC(=C(C=C3)O)O	Ircinia	Norine	GPMPQICWVQKULK-PQKRPWDDSA-N	7	6	3434
NOR00481	kapakahine B	C[C@H]1C(=O)N[C@H](C(=O)N[C@H]2C[C@@]3([C@@H]4N(C2=O)[C@H](C(=O)N4C5=CC=CC=C53)CC6=CC=CC=C6)N7C=C(C[C@@H](C(=O)N1)NC(=O)[C@H](CC8=CC=CC=C8)N)C9=CC=CC=C97)CC(C)C	Cribrochalina olemda	Norine	OPQHNERZELMQDK-SDDYZPPISA-N	6	6	3023
NOR00482	kapakahine E	C[C@H]1C(=O)N[C@H]2C[C@@]3([C@@H]4N(C2=O)[C@H](C(=O)N4C5=CC=CC=C53)CC6=CC=CC=C6)N7C=C(C[C@@H](C(=O)N[C@H](C(=O)N8CCC[C@H]8C(=O)N[C@H](C(=O)N1)CC9=CC=C(C=C9)O)CC1=CC=CC=C1)N)C1=CC=CC=C17	Cribrochalina olemda	Norine	FNMKKNOFVBFNKR-JDCXYYAVSA-N	7	7	4802
NOR00483	kapakahine F	C[C@H]1C(=O)N[C@H](C(=O)N[C@H]2C[C@@]3([C@@H]4N(C2=O)[C@H](C(=O)N4C5=CC=CC=C53)CC6=CC=CC=C6)N7C=C(C[C@@H](C(=O)N1)N)C8=CC=CC=C87)CC(C)C	Cribrochalina olemda	Norine	MJFWLUMLNFMQEH-NUESSVPSSA-N	5	5	6511
NOR00484	kapakahine G	C[C@H]([C@H]1C(=O)N[C@H]2C[C@@]3([C@@H]4N(C2=O)[C@H](C(=O)N4C5=CC=CC=C53)CC6=CC=CC=C6)N7C=C(C[C@@H](C(=O)N[C@H](C(=O)N8CCC[C@H]8C(=O)N[C@H](C(=O)N9CCC[C@H]9C(=O)N1)C(C)C)CCS(=O)C)N)C1=CC=CC=C17)O	Cribrochalina olemda	Norine	YZVHZBGZAVQQDY-KIRSIPORSA-N	8	7	2286
NOR00485	andrimid	CC=CC=CC=CC(=O)NC(CC(=O)NC(C(C)C)C(=O)C1C(=O)NC(=O)C1(C))c2ccccc2	Enterobacter;Vibrio;Pseudomonas	Norine	OHDXGZAYYBMHCY-UHFFFAOYSA-N	3	1	645
NOR00486	tokaramide A	CC(C)C(NC(=O)c1ccc(O)cc1)C(=O)NC(C(C)C)C(=O)NC(C=O)CCCN=C(N)N	Theonella aff. mirabilis	Norine	QIOXCWRQNDIISW-UHFFFAOYSA-N	4	3	4516
NOR00487	leupeptin	CC(C)CC(NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCN=C(N)N	Streptomyces sp.	Norine	GDBQQVLCIARPGH-UHFFFAOYSA-N	3	2	6457
NOR00488	miraziridine A	CCC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C1NC1(C(=O)O))C(=O)NC(CCCN=C(N)N)C=CC(=O)O	Theonella aff. mirabilis	Norine	RCCNRKCJJRWUBV-UHFFFAOYSA-N	5	3	5388
NOR00489	nazumamide A	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC)C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)C2=C(C=CC(=C2)O)O	Theonella sp.	Norine	WNCIWSMKRPFIJY-BTAJCFKJSA-N	4	4	6139
NOR00490	koshikamide A1	CC[C@@H](C)[C@H](N(C)C(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](CC1=CC=CC=C1)NC(=O)COC)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(O)=O	Theonella sp.	Norine	WDGRHURDZGQDLB-TZSYRXCHSA-N	10	9	4546
NOR00491	koshikamide A2	CC[C@@H](C)[C@@H](C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N(C)C(=O)[C@H](CC(=O)N)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](CC4=CC=CC=C4)NC(=O)COC	Theonella sp.	Norine	PVNHQFDEZUKBIC-WTXRDLOOSA-N	11	10	1278
NOR00495	halicylindramide D	CC(C)C(NC(=O)C(NC(=O)C2CCCN2(C(=O)C(Cc1ccc(cc1)Br)NC(=O)C(C)NC=O))C(C)C)C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)NC(CCCNC(=N)N)C(=O)NC(CS(=O)(=O)O)C(=O)NC6C(C)OC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(Cc5ccccc5)NC(=O)C(CCC(N)=O)N(C)C6(=O)	Halichondria cylindrata	Norine	LCUFSEOEZNOMTE-UHFFFAOYSA-N	13	12	5166
NOR00498	theonellapeptolide Id	CC[C@H](C)[C@H]1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)N[C@H](C(=O)N([C@H](C(=O)O[C@H]([C@@H](C(=O)NCCC(=O)N[C@H](C(=O)N([C@@H](C(=O)NCCC(=O)N1)[C@@H](C)CC)C)CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)COC)C)[C@@H](C)CC)C)CC(C)C)C)C)C(C)C)C	Theonella swinhoei	Norine	VQXFIQOSHUFNMV-YSFVCUCOSA-N	13	13	5262
NOR00499	theonellapeptolide Ie	CCC(C)C1NC(=O)CCNC(=O)C(C(C)CC)N(C)C(=O)C(CC(C)C)NC(=O)CCN(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)COC)C(C)C)C(C)OC(=O)C(C(C)CC)N(C)C(=O)C(CC(C)C)NC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1(=O)	Theonella swinhoei	Norine	PAJSMVHANULECY-UHFFFAOYSA-N	13	13	780
NOR00500	theonellapeptolide IId	CC[C@@H](C)[C@H]1C(=O)N(C(C(=O)NC(C(=O)NCCC(=O)NC(C(=O)N([C@@H](C(=O)O[C@H]([C@@H](C(=O)NCCC(=O)N[C@H](C(=O)N([C@H](C(=O)NCCC(=O)N1)[C@H](C)CC)C)CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)COC)C)[C@H](C)CC)C)CC(C)C)C)C(C)C)C	Theonella swinhoei	Norine	RQPSYKVOXUXJAS-JXCFKPBISA-N	13	13	1512
NOR00515	axinastatin 1	CC(C)C2NC(=O)C(Cc1ccccc1)NC(=O)C4CCCN4(C(=O)C(CC(N)=O)NC(=O)C(NC(=O)C3CCCN3(C(=O)C(NC2(=O))C(C)C))C(C)C)	Axinella	Norine	PICZCWCKOLHDOJ-UHFFFAOYSA-N	7	7	594
NOR00516	axinastatin 2	CC(C)CC2NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C4CCCN4(C(=O)C(CC(N)=O)NC(=O)C(NC(=O)C3CCCN3(C2(=O)))C(C)C))C(C)C	Axinella	Norine	OXNAATCTZCSVKR-UHFFFAOYSA-N	7	7	884
NOR00517	axinastatin 3	CCC(C)C2NC(=O)C(Cc1ccccc1)NC(=O)C4CCCN4(C(=O)C(CC(N)=O)NC(=O)C(NC(=O)C3CCCN3(C(=O)C(CC(C)C)NC2(=O)))C(C)C)	Axinella	Norine	ANLDPEXRVVIABH-UHFFFAOYSA-N	7	7	4165
NOR00518	axinastatin 4	C[C@H]([C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N1)CC(C)C)C(C)C)CC4=CNC5=CC=CC=C54)CC(C)C)O	Axinella	Norine	ZATKCOQFERAZOU-BMJCEDDMSA-N	7	7	3880
NOR00519	axinastatin 5	CCC(C)C2NC(=O)C(CC(C)C)NC(=O)C5CCCN5(C(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C4CCCN4(C(=O)C3CCCN3(C(=O)C(CC(C)C)NC2(=O))))C(C)C)	Axinella	Norine	KNXXTOUAFIKUBF-UHFFFAOYSA-N	8	8	6421
NOR00520	axinellin A	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)[C@@H](C)O)CC4=CC=CC=C4)CC(=O)N)CC5=CC=CC=C5	Axinella carteri	Norine	CLEKZXCYMDAOFQ-MEYQTIAYSA-N	7	7	5519
NOR00521	axinellin B	C[C@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N1)CC5=CC=CC=C5)CC6=CNC7=CC=CC=C76)C(C)C)CC(C)C)O	Axinella carteri	Norine	RBHIBHXWVXCQND-CMMQLLMOSA-N	8	8	2734
NOR00522	axinellin C	C[C@H]([C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N[C@H](C(=O)N1)CC(C)C)CC5=CC=CC=C5)CC6=CNC7=CC=CC=C76)C(C)C)O	Stylotella aurantium	Norine	PQHJKVOBHFTBOJ-CMMQLLMOSA-N	8	8	4212
NOR00523	phakellistatin 1	CCC(C)C3NC(=O)C6CCCN6(C(=O)C(NC(=O)C5CCCN5(C(=O)C(Cc1ccc(O)cc1)NC(=O)C4CCCN4(C(=O)C(Cc2ccccc2)NC3(=O))))C(C)CC)	Stylotella aurantium;Phakellia sp.	Norine	QKAAFOFCOXIVQV-UHFFFAOYSA-N	7	7	2237
NOR00524	phakellistatin 2	CCC(C)C3NC(=O)C6CCCN6(C(=O)C(Cc1ccccc1)NC(=O)C5CCCN5(C(=O)C(Cc2ccc(O)cc2)NC(=O)C4CCCN4(C(=O)C(NC3(=O))C(C)CC)))	Stylotella aurantium;Phakellia sp.	Norine	LNXDZKNDLBCPBR-UHFFFAOYSA-N	7	7	6160
NOR00525	phakellistatin 3	C[C@H]([C@H]1C(=O)N[C@H](C(=O)N2[C@@H](C[C@]3([C@@H]2NC4=CC=CC=C43)O)C(=O)N5CCC[C@H]5C(=O)N[C@H](C(=O)NCC(=O)N6CCC[C@H]6C(=O)N1)CC7=CC=CC=C7)CC(C)C)O	Phakellia sp.	Norine	KFCKDHAGPVEUCT-RPELCPBOSA-N	7	7	1368
NOR00526	phakellistatin 4	CC[C@@H](C)[C@@H]1C(=O)NC(C(=O)N[C@H](C(=O)N2CCCC2C(=O)N[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](C(=O)N1)CC4=CC=CC=C4)[C@H](C)O)CO)CC5=CC=CC=C5	Phakellia sp.	Norine	BNOJNKIBVBAIER-VHBZBEFVSA-N	7	7	1314
NOR00527	phakellistatin 5	CCC(C)C2NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C3CCCN3(C2(=O))	Phakellia sp.	Norine	MJIXQFVJUHBNPL-UHFFFAOYSA-N	7	6	2438
NOR00530	phakellistatin 8	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N1)[C@@H](C)CC)CC6=CC=C(C=C6)O)CC(C)C)C(C)C)CC7=CC=CC=C7	Phakellia sp.	Norine	RFPYTYKSAJGVOV-BDTMIGBKSA-N	10	10	553
NOR00531	phakellistatin 9	CC[C@@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)N4CCC[C@H]4C(=O)N5CCCC5C(=O)N1)C(C)C)CC6=CC=C(C=C6)O)CC(C)C)C(C)C)CC7=CC=CC=C7	Phakellia sp.	Norine	DCKJZPNIZDUAHR-KUKWWNQYSA-N	10	10	2401
NOR00532	phakellistatin 10	CCC(C)C2NC(=O)C5CCCN5(C(=O)C(NC(=O)C(CC(C)C)NC(=O)C4CCCN4(C(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C3CCCN3(C2(=O)))C(C)C))C(C)O)	Phakellia sp.	Norine	YVSIOENGTZVKQG-UHFFFAOYSA-N	8	8	6539
NOR00533	phakellistatin 11	CCC(C)C4NC(=O)C(Cc1ccccc1)NC(=O)C7CCCN7(C(=O)C(Cc2ccccc2)NC(=O)C6CCCN6(C(=O)C(CCC(N)=O)NC(=O)C5CCCN5(C(=O)C(Cc3ccccc3)NC4(=O))))	Phakellia sp.	Norine	ZIGSHEPERCJQHS-UHFFFAOYSA-N	8	8	4878
NOR00534	phakellistatin 12	CCC(C)C3NC(=O)C7CCCN7(C(=O)C6CCCN6(C(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C5CCCN5(C(=O)C4CCCN4(C(=O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc2ccccc2)NC3(=O))C(C)O)))C(C)CC))	Phakellia sp.	Norine	AVIDVWPKZDUQCE-UHFFFAOYSA-N	10	10	1555
NOR00535	phakellistatin 13	CC(C)CC4NC(=O)C(NC(=O)C6CCCN6(C(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C5CCCN5(C(=O)C(Cc2c[nH]c3ccccc23)NC4(=O))))C(C)O	Phakellia sp.	Norine	GCYCNNNVEBIXIM-UHFFFAOYSA-N	7	7	6173
NOR00536	phakellistatin 14	CCC(C)C2NC(=O)C(C)NC(=O)C(CCS(C)=O)NC(=O)C(C)NC(=O)C(CC(=O)OC)NC(=O)C(Cc1ccccc1)NC(=O)C3CCCN3(C2(=O))	Phakellia sp.	Norine	ZBIJFJOAXJXGTR-UHFFFAOYSA-N	7	6	6350
NOR00538	hymenamide B	CC(C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC4=CC=CC=C4)CC(=O)N)CC5=CC=CC=C5)CCC(=O)O	Hymeniacidon sp.	Norine	ZBZVXBGUYOPNAE-JNCVKUDUSA-N	7	7	836
NOR00539	hymenamide C	CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N1)CCC(=O)O)CC4=CC=CC=C4)CC5=CNC6=CC=CC=C65	Hymeniacidon sp.	Norine	HJAYZHHYHVLIHY-LBBUGJAGSA-N	7	7	1916
NOR00542	hymenamide F	C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)N1)CCCN=C(N)N)CC(C)C)CCSC)C(C)C	Hymeniacidon sp.	Norine	VTPQLSBDEPVAAC-DUJSLOSMSA-N	7	6	162
NOR00544	hymenamide H	CC(C)CC3NC(=O)C6CCCN6(C(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C5CCCN5(C(=O)C(CC(C)C)NC(=O)C4CCCN4(C(=O)C(NC3(=O))C(C)O)))C(C)C)	Hymeniacidon sp.	Norine	HOQHZAISJNVLMZ-UHFFFAOYSA-N	8	8	2257
NOR00545	hymenamide J	CC(C)C6NC(=O)C(CCCCN)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3ccccc3)NC(=O)C(CC(=O)O)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C7CCCN7(C(=O)C(Cc5ccc(O)cc5)NC6(=O))	Hymeniacidon sp.	Norine	NUYRUQJOSVHMEN-UHFFFAOYSA-N	8	8	2389
NOR00549	stylostatin 1	CCC(C)C2NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C3CCCN3(C2(=O))	Stylotella aurantium	Norine	JSLJRLSXMPKMLE-UHFFFAOYSA-N	7	7	6310
NOR00550	wainunuamide	CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N4CCC[C@H]4C(=O)NCC(=O)N1)CC5=CN=CN5)CC6=CC=CC=C6	Stylotella aurantium	Norine	FPXIHDRBZNLDSM-HPMAGDRPSA-N	7	7	5568
NOR00555	microsclerodermin E	CCOC1=CC=C(C=C1)/C=C/C=C/C[C@@H]([C@H]([C@@H]2[C@@H](C(=O)N[C@@H]\3CC(=O)N/C3=C/C(=O)N(CC(=O)N[C@@H](C(=O)NCC(=O)NC[C@@H](CC(=O)N2)O)CC4=C(NC5=CC=CC=C54)C(=O)O)C)O)O)O	Microscleroderma sp.	Norine	MYODCTYYDHAGCO-KNGIBFIASA-N	5	3	1799
NOR00560	cyclolinopeptide A	CCC(C)C3NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc2ccccc2)NC(=O)C5CCCN5(C(=O)C4CCCN4(C(=O)C(NC(=O)C(CC(C)C)NC(=O)C(NC3(=O))C(C)CC)C(C)C))	Linum usitatissimum	Norine	TTZALNKZCLGFGS-UHFFFAOYSA-N	9	9	5700
NOR00561	barangamide A	CC[C@@H](C)[C@H]1C(=O)N([C@H](C(=O)NC(C(=O)NCCC(=O)NC(C(=O)N([C@@H](C(=O)N[C@H](C(=O)NCCC(=O)N[C@H](C(=O)N([C@H](C(=O)NCCC(=O)N1)[C@H](C)CC)C)CC(C)C)C(C)O)[C@H](C)CC)C)CC(C)C)C)C(C)C)C	Theonella swinhoei	Norine	KEDXZGDCZHBADT-KHAHWJKYSA-N	11	11	5802
NOR00562	barangamide B	CC[C@@H](C)[C@H]1C(=O)N(C(C(=O)NC(C(=O)NCCC(=O)NC(C(=O)N([C@@H](C(=O)N[C@H](C(=O)NCCC(=O)N[C@H](C(=O)N([C@@H](C(=O)NCCC(=O)N1)C(C)C)C)CC(C)C)C(C)O)[C@H](C)CC)C)CC(C)C)C)C(C)C)C	Theonella swinhoei	Norine	GGFJBOMVIOIDFG-XYTQNJIDSA-N	11	11	6397
NOR00563	barangamide C	CC[C@@H](C)[C@H]1C(=O)NCCC(=O)N[C@H](C(=O)N([C@H](C(=O)NC(C(=O)NCCC(=O)NC(C(=O)N([C@@H](C(=O)N[C@H](C(=O)NCCC(=O)N[C@H](C(=O)N1C)CC(C)C)C(C)O)[C@H](C)CC)C)CC(C)C)C)C(C)C)C)C(C)C	Theonella swinhoei	Norine	NBLJRHLSLOVDIO-QHCGDLAVSA-N	11	11	2080
NOR00564	barangamide D	CC[C@@H](C)[C@@H]1C(=O)N([C@@H](C(=O)N[C@@H](C(=O)NCCC(=O)NC(C(=O)N([C@@H](C(=O)N[C@@H](C(=O)NCCC(=O)NC(C(=O)N([C@H](C(=O)NCCC(=O)N1)[C@H](C)CC)C)CC(C)C)C(C)O)C(C)C)C)CC(C)C)C)C(C)C)C	Theonella swinhoei	Norine	FEFFNAONEMMYID-XLJIKJTJSA-N	11	11	3885
NOR00568	theonellamide D	C[C@@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)N[C@H](C(=O)N[C@@H]2CN3C=C(C[C@@H](C(=O)N1)NC(=O)C[C@@H](C[C@H](NC(=O)CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CC(=O)N)[C@H](C(=O)N)O)CC4=CC=C(C=C4)Br)C(=O)[O-])O)[N+](=C3)[C@H]5[C@@H]([C@H]([C@H](CO5)O)O)O)CO)[C@H](/C=C(\C)/C=C/C6=CC=C(C=C6)Br)O)CC7=CC=CC=C7)CO)O	Theonella sp.	Norine	NEECBPLAEUPNBA-VEKSOSAVSA-N	12	10	5045
NOR00569	theonellamide E	C[C@@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)N[C@H](C(=O)N[C@@H]2CN3C=C(C[C@@H](C(=O)N1)NC(=O)C[C@@H](C[C@H](NC(=O)CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CC(=O)N)[C@H](C(=O)N)O)CC4=CC=C(C=C4)Br)C(=O)[O-])O)[N+](=C3)[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)CO)[C@H](/C=C(\C)/C=C/C6=CC=C(C=C6)Br)O)CC7=CC=CC=C7)CO)O	Theonella sp.	Norine	RDSGNXNAMUJVDZ-MTFVWQQFSA-N	12	10	815
NOR00570	theonellamide F	C[C@@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)N[C@H](C(=O)N[C@@H]2CN3C=C(C[C@@H](C(=O)N1)NC(=O)C[C@@H](C[C@H](NC(=O)CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CC(=O)N)[C@H](C(=O)N)O)CC4=CC=C(C=C4)Br)C(=O)O)O)N=C3)CO)[C@H](/C=C(\C)/C=C/C5=CC=C(C=C5)Br)O)CC6=CC=CC=C6)CO)O	Theonella sp.	Norine	DAIPMSNAEZFUGV-BIWASUEOSA-N	11	10	4045
NOR00575	waiakeamide	CS(=O)CCC3NC(=O)c1csc(n1)C(Cc2ccccc2)NC(=O)C6CCCN6(C(=O)C(CCS(C)=O)NC(=O)C5CCCN5(C(=O)C4CCCN4(C3(=O))))	Ircinia dendroides	Norine	RCWNHOHQQLVKBJ-UHFFFAOYSA-N	7	5	4576
NOR00576	haligramide A	CSCCC3NC(=O)c1csc(n1)C(Cc2ccccc2)NC(=O)C6CCCN6(C(=O)C(CCSC)NC(=O)C5CCCN5(C(=O)C4CCCN4(C3(=O))))	Haliclona nigra	Norine	SWVJMXXZNXPPSG-UHFFFAOYSA-N	7	5	6660
NOR00577	haligramide B	CSCCC3NC(=O)C6CCCN6(C(=O)C5CCCN5(C(=O)C(CCS(C)=O)NC(=O)c1csc(n1)C(Cc2ccccc2)NC(=O)C4CCCN4(C3(=O))))	Haliclona nigra	Norine	NVTNPQUBTWLADB-UHFFFAOYSA-N	7	5	4547
NOR00580	mozamide A	CC[C@@H](C)[C@@H](C(=O)O)NC(=O)N[C@H]1CCCCNC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CC(C)C)C)CC2=CNC3=C2C=C(C=C3)O)CC4=CC=CC=C4	Theonellid Sponge	Norine	LBEAIJKBGKZKLR-DDYUMTONSA-N	6	6	856
NOR00581	mozamide B	CC[C@@H](C)[C@@H](C(=O)O)NC(=O)N[C@H]1CCCCNC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)CC)CC(C)C)C)CC2=CNC3=C2C=C(C=C3)O)CC4=CC=CC=C4	Theonellid Sponge	Norine	MXKOXAZPFLMIGW-PDIGMIIKSA-N	6	6	6959
NOR00583	keramamide L	CC(C)CC4NC(=O)C(CCCCNC(=O)C(Cc1ccccc1)NC(=O)C(Cc2c[nH]c3cc(ccc23)Cl)N(C)C(=O)C(CC(C)C)NC4(=O))NC(=O)NC(Cc5ccccc5)C(=O)O	Theonella sp.	Norine	QVJOMUKOLKQENC-UHFFFAOYSA-N	6	6	3790
NOR00584	keramamide K	CCC(C)[C@H]1C(=O)C(=O)N[C@H](C2=NC(=CS2)/C=C/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N1)C)NC(=O)[C@H](C(C)CC)NC(=O)[C@@H](CNC=O)O)CC3=CN(C4=CC=CC=C43)C)COC	Theonella sp.	Norine	MWNLOSPNQMNTMO-UBBVLXPISA-N	6	4	4138
NOR00596	discobahamin A	CCCC(N)C(=O)C4(C=O)(C(C=CN4(C(=O)C(N)CCCNC(=O)C(Cc1c[nH]c2ccc(O)cc12)NC(=O)C=Cc3coc(n3)C(C)NC(=O)C(=O)C(N)CC(C)C))C(=O)C(O)C(C)CC)	Discodermia sp.	Norine	IKIDULYSIBTEOW-UHFFFAOYSA-N	6	5	5688
NOR00597	discobahamin B	CCC(C)C(O)C(=O)C4C=CN(C(=O)C(N)CCCNC(=O)C(Cc1c[nH]c2ccc(O)cc12)NC(=O)C=Cc3coc(n3)C(C)NC(=O)C(=O)C(N)CC(C)C)C4(C=O)(C(=O)C(N)CC(C)C)	Discodermia sp.	Norine	KDLUPVWOLLFUAU-UHFFFAOYSA-N	6	6	2740
NOR00598	oriamide	CCCC3NC(=O)C(CNC(=O)C(CS(=O)(=O)O)NC(=O)C=Cc1csc(n1)C(Cc2ccc(O)cc2)NC(=O)C(=O)C(NC3(=O))C(C)CC)NC(=O)C(C)NC(=O)CNC(=O)c4cc(O)ccc4(O)	Theonella sp.	Norine	BZQKMKJLDNHTCF-UHFFFAOYSA-N	7	5	215
